Customer ID,total_spent,average_spent,first_purchase,last_purchase,purchase_count,customer_lifetime,purchase_frequency,avg_order_value,cltv
14056.0,3111.21,2.802891891891892,2011-02-28 15:19:00,2011-12-08 13:36:00,1110,282,3.9361702127659575,2.802891891891892,3111.2100000000005
14769.0,2891.99,2.712936210131332,2010-12-17 11:40:00,2011-12-07 10:24:00,1066,354,3.0112994350282487,2.712936210131332,2891.99
12539.0,2856.04,10.423503649635036,2011-01-10 09:11:00,2011-11-17 13:30:00,274,311,0.8810289389067524,10.423503649635036,2856.04
15005.0,2716.13,2.357751736111111,2010-12-08 14:36:00,2011-11-24 12:25:00,1152,350,3.2914285714285714,2.357751736111111,2716.13
17511.0,2607.08,2.4229368029739775,2010-12-01 10:19:00,2011-12-07 10:12:00,1076,370,2.908108108108108,2.4229368029739775,2607.08
17675.0,2576.7,3.57378640776699,2010-12-07 13:22:00,2011-12-08 18:03:00,721,366,1.969945355191257,3.57378640776699,2576.7
12669.0,2524.18,24.74686274509804,2011-03-28 10:15:00,2011-07-12 09:54:00,102,105,0.9714285714285714,24.74686274509804,2524.18
15498.0,2517.99,4.814512428298278,2010-12-07 12:34:00,2011-12-09 10:28:00,523,366,1.4289617486338797,4.814512428298278,2517.9899999999993
12415.0,2499.82,3.2131362467866325,2011-01-06 11:12:00,2011-11-15 14:22:00,778,313,2.4856230031948883,3.2131362467866325,2499.82
13081.0,2489.93,2.3467766258246936,2010-12-03 17:20:00,2011-12-08 13:13:00,1061,369,2.875338753387534,2.3467766258246936,2489.93
14298.0,2455.5,1.4972560975609757,2010-12-14 12:59:00,2011-12-06 15:04:00,1640,357,4.593837535014005,1.4972560975609757,2455.5
12473.0,2437.42,13.693370786516855,2011-06-01 10:15:00,2011-11-10 13:48:00,178,162,1.0987654320987654,13.693370786516855,2437.42
14180.0,2332.49,9.405201612903225,2010-12-02 13:08:00,2011-11-29 10:56:00,248,361,0.6869806094182825,9.405201612903225,2332.49
17811.0,2326.59,2.7403886925795056,2011-01-10 10:58:00,2011-12-05 13:46:00,849,329,2.580547112462006,2.7403886925795056,2326.59
14796.0,2305.12,1.9940484429065743,2010-12-08 09:55:00,2011-12-08 15:31:00,1156,365,3.1671232876712327,1.9940484429065743,2305.12
14505.0,2301.03,2.91638783269962,2010-12-12 16:14:00,2011-11-22 15:45:00,789,344,2.2936046511627906,2.91638783269962,2301.03
12471.0,2263.92,4.2715471698113205,2010-12-02 10:37:00,2011-12-07 15:43:00,530,370,1.4324324324324325,4.2715471698113205,2263.9199999999996
18109.0,2243.23,4.97390243902439,2010-12-05 10:58:00,2011-12-08 11:36:00,451,368,1.2255434782608696,4.97390243902439,2243.23
12352.0,2211.1,23.274736842105263,2011-02-16 12:33:00,2011-11-03 14:37:00,95,260,0.36538461538461536,23.274736842105263,2211.0999999999995
12359.0,2210.06,8.805019920318724,2011-01-12 12:43:00,2011-12-02 11:21:00,251,323,0.7770897832817337,8.805019920318724,2210.0599999999995
14895.0,2134.16,4.217707509881422,2011-01-21 09:26:00,2011-12-02 09:23:00,506,314,1.6114649681528663,4.217707509881422,2134.16
15023.0,2123.03,3.832184115523466,2010-12-05 13:49:00,2011-12-06 17:23:00,554,366,1.5136612021857923,3.832184115523466,2123.03
15044.0,2099.2400000000002,4.644336283185841,2010-12-12 14:27:00,2011-11-20 13:20:00,452,342,1.3216374269005848,4.644336283185841,2099.2400000000002
12681.0,2061.71,3.1915015479876163,2010-12-07 10:08:00,2011-11-25 11:35:00,646,353,1.8300283286118981,3.1915015479876163,2061.71
15719.0,2048.88,2.1983690987124467,2011-01-06 12:31:00,2011-11-07 12:29:00,932,304,3.0657894736842106,2.1983690987124467,2048.8800000000006
15159.0,2041.89,2.8359583333333336,2010-12-13 15:44:00,2011-12-08 12:05:00,720,359,2.0055710306406684,2.8359583333333336,2041.89
17757.0,2035.83,2.747408906882591,2010-12-02 17:17:00,2011-12-08 15:31:00,741,370,2.002702702702703,2.747408906882591,2035.83
17338.0,2033.2,2.8044137931034485,2010-12-13 12:57:00,2011-11-22 14:23:00,725,344,2.1075581395348837,2.8044137931034485,2033.2000000000003
17846.0,2033.1,2033.1,2011-09-15 15:20:00,2011-09-15 15:20:00,1,1,1.0,2033.1,2033.1
14194.0,2032.61,3.365248344370861,2011-02-04 14:51:00,2011-12-05 10:38:00,604,303,1.9933993399339933,3.365248344370861,2032.61
16923.0,2007.65,3.0886923076923076,2010-12-12 11:06:00,2011-11-27 13:00:00,650,350,1.8571428571428572,3.0886923076923076,2007.65
12682.0,1968.41,3.7565076335877863,2010-12-03 13:59:00,2011-12-06 10:00:00,524,367,1.4277929155313351,3.7565076335877863,1968.41
16713.0,1966.41,3.1362200956937802,2010-12-08 12:03:00,2011-11-21 12:36:00,627,348,1.8017241379310345,3.1362200956937802,1966.4100000000003
13564.0,1947.13,23.459397590361448,2010-12-06 17:26:00,2011-07-18 14:35:00,83,223,0.3721973094170404,23.459397590361448,1947.1300000000003
16549.0,1892.72,2.0461837837837837,2011-01-09 14:03:00,2011-11-29 15:06:00,925,324,2.8549382716049383,2.0461837837837837,1892.7199999999998
13097.0,1882.21,4.326919540229885,2010-12-14 15:13:00,2011-11-07 10:43:00,435,327,1.3302752293577982,4.326919540229885,1882.2099999999998
12540.0,1875.34,3.8988357588357587,2010-12-13 09:39:00,2011-11-20 11:31:00,481,342,1.4064327485380117,3.8988357588357587,1875.3399999999997
16904.0,1864.59,2.803894736842105,2010-12-07 13:29:00,2011-12-05 13:10:00,665,362,1.8370165745856353,2.803894736842105,1864.59
17139.0,1851.86,3.8104115226337445,2011-02-24 09:32:00,2011-11-24 10:12:00,486,273,1.7802197802197801,3.8104115226337445,1851.8599999999997
13969.0,1849.9,2.955111821086262,2010-12-09 19:32:00,2011-12-02 15:11:00,626,357,1.753501400560224,2.955111821086262,1849.9
16931.0,1812.21,2.0453837471783296,2010-12-05 11:40:00,2011-12-04 13:15:00,886,364,2.434065934065934,2.0453837471783296,1812.21
15547.0,1808.25,2.601798561151079,2010-12-12 13:26:00,2011-12-02 12:52:00,695,354,1.963276836158192,2.601798561151079,1808.2499999999998
14534.0,1805.92,3.3014990859232176,2011-01-25 11:47:00,2011-12-07 12:19:00,547,316,1.731012658227848,3.3014990859232176,1805.9199999999998
14667.0,1777.7,3.1187719298245615,2010-12-06 13:13:00,2011-11-29 11:30:00,570,357,1.596638655462185,3.1187719298245615,1777.7
14159.0,1772.22,1.498072696534235,2010-12-12 11:17:00,2011-11-20 12:36:00,1183,343,3.4489795918367347,1.498072696534235,1772.22
12921.0,1772.04,2.391417004048583,2010-12-01 15:06:00,2011-12-06 09:56:00,741,369,2.008130081300813,2.391417004048583,1772.0400000000002
14415.0,1770.01,2.945108153078203,2010-12-14 13:06:00,2011-12-08 14:38:00,601,359,1.6740947075208914,2.945108153078203,1770.0099999999998
17706.0,1714.85,4.341392405063291,2010-12-08 11:02:00,2011-12-05 13:34:00,395,362,1.091160220994475,4.341392405063291,1714.85
13098.0,1713.6,2.832396694214876,2011-01-26 13:46:00,2011-12-08 14:14:00,605,316,1.9145569620253164,2.832396694214876,1713.6
16764.0,1700.32,2.3880898876404495,2011-07-19 17:17:00,2011-12-06 11:41:00,712,139,5.122302158273381,2.3880898876404495,1700.3200000000002
14456.0,1692.14,1.7737316561844865,2011-07-20 13:06:00,2011-12-04 13:59:00,954,137,6.963503649635037,1.7737316561844865,1692.14
13319.0,1689.42,3.3788400000000003,2010-12-07 11:47:00,2011-12-04 13:34:00,500,362,1.3812154696132597,3.3788400000000003,1689.42
14367.0,1685.55,3.1802830188679243,2011-03-08 14:12:00,2011-12-01 13:19:00,530,267,1.9850187265917603,3.1802830188679243,1685.5499999999997
14711.0,1673.84,4.823746397694524,2011-03-22 13:32:00,2011-11-29 14:58:00,347,252,1.376984126984127,4.823746397694524,1673.84
17243.0,1663.96,4.2232487309644675,2010-12-05 10:03:00,2011-12-08 13:26:00,394,368,1.0706521739130435,4.2232487309644675,1663.96
12783.0,1649.24,19.177209302325583,2011-09-25 15:35:00,2011-12-07 15:56:00,86,73,1.178082191780822,19.177209302325583,1649.2400000000002
16161.0,1626.89,3.260300601202405,2010-12-06 09:40:00,2011-12-08 12:10:00,499,367,1.3596730245231607,3.260300601202405,1626.89
17340.0,1615.4,3.8099056603773587,2010-12-08 15:56:00,2011-11-30 17:12:00,424,357,1.1876750700280112,3.8099056603773587,1615.3999999999999
13408.0,1614.5,3.222554890219561,2010-12-01 10:39:00,2011-12-08 09:05:00,501,371,1.3504043126684635,3.222554890219561,1614.4999999999998
17581.0,1598.89,3.5452106430155212,2010-12-02 14:47:00,2011-12-09 12:21:00,451,371,1.215633423180593,3.5452106430155212,1598.89
15369.0,1592.49,1592.49,2011-07-18 15:11:00,2011-07-18 15:11:00,1,1,1.0,1592.49,1592.49
15867.0,1586.96,3.442429501084599,2010-12-05 14:17:00,2011-12-04 13:37:00,461,363,1.2699724517906337,3.442429501084599,1586.9600000000003
17920.0,1563.45,2.3510526315789475,2010-12-01 11:49:00,2011-12-05 14:29:00,665,369,1.8021680216802167,2.3510526315789475,1563.45
12567.0,1557.35,3.363606911447084,2010-12-05 11:57:00,2011-11-17 11:02:00,463,346,1.3381502890173411,3.363606911447084,1557.3500000000001
15555.0,1553.52,1.7015553121577218,2010-12-05 14:45:00,2011-11-27 16:19:00,913,357,2.557422969187675,1.7015553121577218,1553.5199999999998
16729.0,1552.52,2.338132530120482,2011-04-12 14:22:00,2011-11-03 19:11:00,664,205,3.2390243902439027,2.338132530120482,1552.5200000000002
14562.0,1533.62,3.4775963718820857,2011-02-08 14:45:00,2011-12-06 11:05:00,441,300,1.47,3.4775963718820857,1533.62
16326.0,1527.8700000000001,5.075980066445183,2011-01-09 12:01:00,2011-12-04 10:11:00,301,328,0.9176829268292683,5.075980066445183,1527.8700000000003
16360.0,1523.43,2.3619069767441863,2011-09-12 13:50:00,2011-12-05 12:16:00,645,83,7.771084337349397,2.3619069767441863,1523.4300000000003
16686.0,1518.14,2.7753930530164537,2010-12-19 14:41:00,2011-10-23 13:49:00,547,307,1.781758957654723,2.7753930530164537,1518.14
17735.0,1512.8,2.192463768115942,2010-12-07 10:32:00,2011-12-07 16:47:00,690,365,1.8904109589041096,2.192463768115942,1512.8
13078.0,1510.2,3.9742105263157894,2010-12-08 09:07:00,2011-12-08 18:48:00,380,365,1.0410958904109588,3.9742105263157894,1510.1999999999998
13488.0,1505.79,3.5264402810304447,2010-12-07 13:01:00,2011-11-22 14:41:00,427,350,1.22,3.5264402810304447,1505.7899999999997
17238.0,1499.41,2.7016396396396396,2010-12-03 15:05:00,2011-12-07 11:35:00,555,368,1.5081521739130435,2.7016396396396396,1499.41
13767.0,1495.38,3.747819548872181,2010-12-01 10:47:00,2011-12-07 15:00:00,399,371,1.0754716981132075,3.747819548872181,1495.3800000000003
16984.0,1493.23,3.63316301703163,2011-08-01 17:37:00,2011-09-22 18:21:00,411,52,7.903846153846154,3.63316301703163,1493.23
14502.0,1493.04,2.4277073170731707,2011-01-30 15:52:00,2011-11-20 11:50:00,615,293,2.098976109215017,2.4277073170731707,1493.04
17231.0,1491.67,2.782966417910448,2010-12-13 13:09:00,2011-11-27 15:18:00,536,349,1.5358166189111748,2.782966417910448,1491.6700000000003
17611.0,1466.57,2.559458987783595,2010-12-13 13:52:00,2011-12-06 09:46:00,573,357,1.6050420168067228,2.559458987783595,1466.5700000000002
13668.0,1458.1200000000001,2.9516599190283404,2010-12-12 12:35:00,2011-12-07 12:14:00,494,359,1.3760445682451254,2.9516599190283404,1458.1200000000003
16241.0,1457.53,2.225236641221374,2010-12-05 11:04:00,2011-11-30 11:08:00,655,360,1.8194444444444444,2.225236641221374,1457.53
18055.0,1454.01,4.0277285318559555,2010-12-05 10:52:00,2011-12-02 14:25:00,361,362,0.9972375690607734,4.0277285318559555,1454.01
16558.0,1440.79,3.0396413502109705,2010-12-08 12:01:00,2011-12-09 10:20:00,474,365,1.2986301369863014,3.0396413502109705,1440.7900000000002
17690.0,1432.94,5.641496062992126,2010-12-01 16:15:00,2011-11-09 15:17:00,254,342,0.7426900584795322,5.641496062992126,1432.94
13230.0,1418.99,2.413248299319728,2010-12-09 19:28:00,2011-12-05 16:03:00,588,360,1.6333333333333333,2.413248299319728,1418.99
12428.0,1418.79,4.7293,2011-03-01 09:33:00,2011-11-14 08:22:00,300,257,1.1673151750972763,4.7293,1418.7900000000002
17107.0,1398.88,3.3386157517899764,2011-03-06 15:17:00,2011-11-07 08:41:00,419,245,1.7102040816326531,3.3386157517899764,1398.88
12621.0,1373.65,2.8979957805907173,2010-12-09 10:16:00,2011-12-08 11:25:00,474,364,1.3021978021978022,2.8979957805907173,1373.65
17059.0,1366.49,2.6585408560311286,2010-12-05 12:35:00,2011-11-10 12:27:00,514,339,1.5162241887905605,2.6585408560311286,1366.4900000000002
15640.0,1361.04,2.8004938271604938,2010-12-02 15:40:00,2011-12-05 14:35:00,486,367,1.32425068119891,2.8004938271604938,1361.04
13137.0,1360.71,1.9777761627906978,2011-02-04 11:54:00,2011-11-29 12:09:00,688,298,2.3087248322147653,1.9777761627906978,1360.7100000000003
14936.0,1358.79,3.7125409836065573,2011-03-09 11:53:00,2011-11-30 15:07:00,366,266,1.3759398496240602,3.7125409836065573,1358.79
15802.0,1354.26,451.42,2011-07-20 11:23:00,2011-07-20 11:40:00,3,1,3.0,451.42,1354.26
13810.0,1344.23,37.33972222222222,2011-10-14 12:57:00,2011-11-11 08:33:00,36,27,1.3333333333333333,37.33972222222222,1344.2299999999998
17315.0,1341.17,2.765298969072165,2010-12-17 12:19:00,2011-12-09 11:58:00,485,356,1.3623595505617978,2.765298969072165,1341.1700000000003
15299.0,1337.88,111.49000000000001,2010-12-02 16:48:00,2011-10-03 14:19:00,12,304,0.039473684210526314,111.49000000000001,1337.88
12477.0,1333.8700000000001,4.330746753246753,2011-02-01 11:09:00,2011-11-17 09:51:00,308,288,1.0694444444444444,4.330746753246753,1333.87
12474.0,1324.5,2.910989010989011,2010-12-06 12:00:00,2011-11-22 14:39:00,455,351,1.2962962962962963,2.910989010989011,1324.5
16712.0,1312.75,2.997146118721461,2011-03-08 15:07:00,2011-11-30 13:48:00,438,266,1.6466165413533835,2.997146118721461,1312.7499999999998
12476.0,1306.93,4.950492424242425,2010-12-13 14:37:00,2011-12-08 14:08:00,264,359,0.7353760445682451,4.950492424242425,1306.9300000000003
13742.0,1306.34,4.147111111111111,2011-01-23 14:59:00,2011-11-23 11:07:00,315,303,1.0396039603960396,4.147111111111111,1306.3400000000001
13050.0,1300.17,3.0809715639810427,2010-12-08 09:30:00,2011-11-30 17:28:00,422,357,1.1820728291316527,3.0809715639810427,1300.17
14702.0,1295.76,3.777725947521866,2010-12-09 19:23:00,2011-12-08 19:29:00,343,364,0.9423076923076923,3.777725947521866,1295.76
15513.0,1294.48,4.122547770700637,2010-12-01 11:22:00,2011-11-08 16:21:00,314,342,0.9181286549707602,4.122547770700637,1294.4799999999998
15998.0,1292.14,2.5485996055226825,2010-12-12 13:32:00,2011-11-03 12:45:00,507,325,1.56,2.5485996055226825,1292.14
15493.0,1291.05,4.43659793814433,2011-03-14 11:44:00,2011-11-07 12:04:00,291,238,1.2226890756302522,4.43659793814433,1291.0500000000002
16705.0,1284.26,4.522042253521127,2010-12-16 10:51:00,2011-12-09 12:08:00,284,358,0.7932960893854749,4.522042253521127,1284.2600000000002
17049.0,1283.72,3.999127725856698,2011-03-09 08:33:00,2011-12-07 10:48:00,321,273,1.1758241758241759,3.999127725856698,1283.72
17389.0,1273.57,5.6855803571428565,2011-01-04 17:12:00,2011-12-09 09:38:00,224,338,0.6627218934911243,5.6855803571428565,1273.57
14049.0,1271.26,2.5682020202020204,2011-01-26 10:30:00,2011-11-23 12:20:00,495,301,1.6445182724252492,2.5682020202020204,1271.26
13871.0,1268.26,3.7522485207100593,2011-02-04 09:30:00,2011-11-17 10:49:00,338,286,1.1818181818181819,3.7522485207100593,1268.2600000000002
13523.0,1268.23,7.165141242937853,2010-12-08 14:22:00,2011-11-06 15:11:00,177,333,0.5315315315315315,7.165141242937853,1268.23
13468.0,1266.62,4.139281045751634,2010-12-01 15:08:00,2011-12-08 10:39:00,306,371,0.8247978436657682,4.139281045751634,1266.6200000000001
15993.0,1256.08,2.2796370235934664,2011-10-26 16:21:00,2011-12-01 10:45:00,551,35,15.742857142857142,2.2796370235934664,1256.08
13148.0,1253.52,3.6868235294117646,2010-12-10 13:06:00,2011-11-10 15:23:00,340,335,1.0149253731343284,3.6868235294117646,1253.52
17576.0,1249.99,3.063700980392157,2010-12-09 16:57:00,2011-12-01 18:12:00,408,357,1.1428571428571428,3.063700980392157,1249.99
17428.0,1249.07,3.641603498542274,2010-12-06 09:37:00,2011-12-09 09:45:00,343,368,0.9320652173913043,3.641603498542274,1249.07
16422.0,1248.75,3.1296992481203008,2010-12-05 15:35:00,2011-11-22 14:00:00,399,351,1.1367521367521367,3.1296992481203008,1248.75
17813.0,1245.58,3.508676056338028,2011-09-29 15:57:00,2011-11-25 16:13:00,355,57,6.228070175438597,3.508676056338028,1245.58
13709.0,1242.25,3.6007246376811595,2011-01-28 14:57:00,2011-12-06 10:28:00,345,311,1.1093247588424437,3.6007246376811595,1242.25
15834.0,1241.27,4.5634926470588235,2010-12-02 16:45:00,2011-09-30 14:41:00,272,301,0.9036544850498339,4.5634926470588235,1241.27
17719.0,1240.3,4.461510791366906,2011-03-29 11:29:00,2011-11-02 10:36:00,278,217,1.2811059907834101,4.461510791366906,1240.3
17377.0,1237.62,3.0558518518518514,2010-12-01 12:35:00,2011-11-16 11:17:00,405,349,1.160458452722063,3.0558518518518514,1237.6199999999997
16746.0,1234.93,2.7627069351230427,2010-12-16 11:43:00,2011-12-05 12:33:00,447,354,1.2627118644067796,2.7627069351230427,1234.93
14808.0,1223.93,4.85686507936508,2011-06-20 12:53:00,2011-10-31 12:21:00,252,132,1.9090909090909092,4.85686507936508,1223.93
15570.0,1223.36,3.752638036809816,2010-12-05 12:57:00,2011-12-02 14:47:00,326,362,0.9005524861878453,3.752638036809816,1223.36
15021.0,1222.55,2.710753880266075,2010-12-07 08:57:00,2011-12-01 11:53:00,451,359,1.256267409470752,2.710753880266075,1222.5499999999997
17337.0,1217.54,2.3147148288973383,2011-02-02 17:06:00,2011-07-11 14:56:00,526,158,3.329113924050633,2.3147148288973383,1217.54
17850.0,1209.66,3.914757281553398,2010-12-01 08:26:00,2011-02-10 14:38:00,309,71,4.352112676056338,3.914757281553398,1209.6599999999999
16910.0,1187.75,2.1793577981651375,2011-09-09 14:14:00,2011-12-05 12:51:00,545,86,6.337209302325581,2.1793577981651375,1187.7499999999998
14031.0,1185.22,4.593875968992248,2010-12-02 16:34:00,2011-12-02 17:13:00,258,365,0.7068493150684931,4.593875968992248,1185.22
14730.0,1184.02,2.5628138528138527,2011-03-08 12:49:00,2011-12-08 14:39:00,462,275,1.68,2.5628138528138527,1184.02
15861.0,1175.99,2.1737338262476893,2011-03-17 20:12:00,2011-11-27 15:59:00,541,254,2.12992125984252,2.1737338262476893,1175.99
18283.0,1174.33,1.6287517337031898,2011-01-06 14:14:00,2011-12-06 12:02:00,721,333,2.165165165165165,1.6287517337031898,1174.33
17346.0,1173.93,2.415493827160494,2010-12-01 14:34:00,2011-12-06 12:18:00,486,369,1.3170731707317074,2.415493827160494,1173.93
12749.0,1171.5,5.071428571428571,2011-05-10 15:25:00,2011-12-06 09:56:00,231,209,1.105263157894737,5.071428571428571,1171.5
16133.0,1169.3,3.2035616438356165,2011-01-25 15:55:00,2011-12-06 11:24:00,365,314,1.1624203821656052,3.2035616438356165,1169.3000000000002
17858.0,1168.63,5.932131979695432,2010-12-05 13:08:00,2011-12-04 11:56:00,197,363,0.5426997245179064,5.932131979695432,1168.63
13694.0,1163.42,1.9921575342465754,2010-12-01 12:12:00,2011-12-06 09:32:00,584,369,1.5826558265582655,1.9921575342465754,1163.4199999999998
15034.0,1159.27,2.927449494949495,2010-12-21 09:47:00,2011-11-24 12:11:00,396,338,1.1715976331360947,2.927449494949495,1159.27
17603.0,1156.89,77.126,2011-03-17 14:39:00,2011-10-20 19:19:00,15,217,0.06912442396313365,77.126,1156.89
17220.0,1153.07,2.4691006423982866,2010-12-10 14:54:00,2011-11-15 13:47:00,467,339,1.3775811209439528,2.4691006423982866,1153.07
15856.0,1151.85,1.8110849056603773,2010-12-09 13:34:00,2011-12-05 17:09:00,636,361,1.7617728531855956,1.8110849056603773,1151.8500000000001
15529.0,1150.71,1.7329969879518072,2010-12-08 12:24:00,2011-11-17 11:29:00,664,343,1.935860058309038,1.7329969879518072,1150.71
15443.0,1142.23,3.0459466666666666,2011-01-23 13:25:00,2011-12-08 10:40:00,375,318,1.179245283018868,3.0459466666666666,1142.23
17965.0,1140.79,3.510123076923077,2010-12-05 15:54:00,2011-11-02 09:31:00,325,331,0.9818731117824774,3.510123076923077,1140.79
14546.0,1140.46,2.7480963855421687,2011-04-05 10:45:00,2011-12-05 16:33:00,415,244,1.7008196721311475,2.7480963855421687,1140.46
12432.0,1139.49,10.550833333333333,2011-06-20 13:27:00,2011-10-28 11:43:00,108,129,0.8372093023255814,10.550833333333333,1139.49
15601.0,1126.65,2.721376811594203,2010-12-02 10:39:00,2011-11-28 15:15:00,414,361,1.146814404432133,2.721376811594203,1126.65
12503.0,1126.0,1126.0,2011-01-06 11:51:00,2011-01-06 11:51:00,1,1,1.0,1126.0,1126.0
15708.0,1125.88,3.9924822695035465,2010-12-05 10:25:00,2011-10-30 10:54:00,282,329,0.8571428571428571,3.9924822695035465,1125.88
15804.0,1121.76,4.094014598540146,2011-05-25 10:12:00,2011-12-09 12:31:00,274,198,1.3838383838383839,4.094014598540146,1121.76
14842.0,1121.61,7.09879746835443,2011-02-04 15:32:00,2011-11-04 13:09:00,158,272,0.5808823529411765,7.09879746835443,1121.6100000000001
17865.0,1121.3799999999999,2.8827249357326474,2010-12-10 14:53:00,2011-11-09 12:08:00,389,333,1.1681681681681682,2.8827249357326474,1121.3799999999999
15358.0,1120.55,2.0009821428571426,2010-12-09 10:04:00,2011-12-05 09:04:00,560,360,1.5555555555555556,2.0009821428571426,1120.55
12444.0,1119.1299999999999,6.32276836158192,2011-06-21 14:00:00,2011-11-18 13:23:00,177,149,1.1879194630872483,6.32276836158192,1119.1299999999999
17364.0,1114.88,2.725867970660147,2011-01-12 16:57:00,2011-12-09 09:00:00,409,330,1.2393939393939395,2.725867970660147,1114.8800000000003
15615.0,1110.37,2.588275058275058,2010-12-15 16:21:00,2011-11-29 14:42:00,429,348,1.2327586206896552,2.588275058275058,1110.37
17602.0,1110.31,1.996960431654676,2011-01-19 16:18:00,2011-12-07 13:53:00,556,321,1.7320872274143302,1.996960431654676,1110.3099999999997
17634.0,1105.14,3.7335810810810814,2011-01-06 12:45:00,2011-11-03 13:09:00,296,301,0.9833887043189369,3.7335810810810814,1105.14
12484.0,1104.63,3.183371757925072,2011-01-07 14:04:00,2011-11-07 11:37:00,347,303,1.1452145214521452,3.183371757925072,1104.6299999999999
17686.0,1103.64,3.8588811188811194,2011-02-10 10:18:00,2011-12-02 15:39:00,286,295,0.9694915254237289,3.8588811188811194,1103.6400000000003
16523.0,1102.96,3.7012080536912753,2011-01-28 12:06:00,2011-12-08 09:06:00,298,313,0.952076677316294,3.7012080536912753,1102.96
15078.0,1094.53,2.4268957871396895,2010-12-06 12:38:00,2011-12-02 15:41:00,451,361,1.2493074792243768,2.4268957871396895,1094.53
13235.0,1087.33,18.429322033898305,2011-05-11 17:13:00,2011-05-12 09:48:00,59,1,59.0,18.429322033898305,1087.33
14085.0,1087.08,2.4211135857461024,2010-12-06 12:39:00,2011-12-07 13:46:00,449,366,1.226775956284153,2.4211135857461024,1087.08
12678.0,1084.8700000000001,6.49622754491018,2010-12-21 11:00:00,2011-10-28 13:04:00,167,311,0.5369774919614148,6.49622754491018,1084.8700000000001
