Customer ID,RFM_SCORE,Segment
12474.0,411,Promising
12475.0,333,Need_Attention
12476.0,511,New_Customers
12477.0,411,Promising
12478.0,533,Potential_Loyalists
12479.0,533,Potential_Loyalists
12480.0,411,Promising
12481.0,411,Promising
12483.0,421,Potential_Loyalists
12484.0,311,About_to_Sleep
12488.0,532,Potential_Loyalists
12489.0,144,At_Risk
12490.0,511,New_Customers
12491.0,344,Loyal_Customers
12492.0,344,Loyal_Customers
12493.0,244,At_Risk
12494.0,522,Potential_Loyalists
12497.0,252,Cant_Lose
12498.0,444,Loyal_Customers
12500.0,421,Potential_Loyalists
12501.0,111,Hibernating
12502.0,211,Hibernating
12503.0,155,Cant_Lose
12504.0,445,Loyal_Customers
12505.0,155,Cant_Lose
12506.0,145,At_Risk
12507.0,242,At_Risk
12508.0,424,Potential_Loyalists
12509.0,155,Cant_Lose
12510.0,232,At_Risk
12512.0,335,Need_Attention
12513.0,233,At_Risk
12514.0,132,At_Risk
12515.0,144,At_Risk
12516.0,242,At_Risk
12517.0,411,Promising
12518.0,521,Potential_Loyalists
12519.0,344,Loyal_Customers
12520.0,211,Hibernating
12521.0,233,At_Risk
12522.0,355,Loyal_Customers
12523.0,522,Potential_Loyalists
12524.0,511,New_Customers
12526.0,522,Potential_Loyalists
12527.0,244,At_Risk
12528.0,522,Potential_Loyalists
12530.0,322,About_to_Sleep
12531.0,445,Loyal_Customers
12532.0,444,Loyal_Customers
12534.0,222,Hibernating
12535.0,233,At_Risk
12536.0,511,New_Customers
12538.0,444,Loyal_Customers
12539.0,411,Promising
12540.0,411,Promising
12541.0,432,Potential_Loyalists
12544.0,444,Loyal_Customers
12545.0,232,At_Risk
12546.0,322,About_to_Sleep
12547.0,155,Cant_Lose
12548.0,255,Cant_Lose
12550.0,232,At_Risk
12551.0,155,Cant_Lose
12552.0,344,Loyal_Customers
12553.0,511,New_Customers
12556.0,323,About_to_Sleep
12557.0,431,Potential_Loyalists
12558.0,545,Champions
12559.0,143,At_Risk
12560.0,521,Potential_Loyalists
12561.0,144,At_Risk
12562.0,511,New_Customers
12564.0,144,At_Risk
12565.0,155,Cant_Lose
12566.0,244,At_Risk
12567.0,411,Promising
12569.0,511,New_Customers
12571.0,333,Need_Attention
12572.0,522,Potential_Loyalists
12573.0,145,At_Risk
12574.0,155,Cant_Lose
12576.0,322,About_to_Sleep
12577.0,313,About_to_Sleep
12578.0,421,Potential_Loyalists
12579.0,234,At_Risk
12580.0,144,At_Risk
12581.0,345,Loyal_Customers
12582.0,143,At_Risk
12583.0,511,New_Customers
12584.0,512,New_Customers
12585.0,122,Hibernating
12586.0,455,Loyal_Customers
12587.0,555,Champions
12588.0,355,Loyal_Customers
12589.0,433,Potential_Loyalists
12590.0,121,Hibernating
12591.0,144,At_Risk
12592.0,244,At_Risk
12593.0,244,At_Risk
12594.0,321,About_to_Sleep
12596.0,343,Loyal_Customers
12597.0,411,Promising
12598.0,511,New_Customers
12599.0,422,Potential_Loyalists
12600.0,421,Potential_Loyalists
12601.0,143,At_Risk
12602.0,355,Loyal_Customers
12603.0,453,Loyal_Customers
12604.0,244,At_Risk
12605.0,155,Cant_Lose
12607.0,315,About_to_Sleep
12609.0,222,Hibernating
12610.0,421,Potential_Loyalists
12611.0,322,About_to_Sleep
12612.0,343,Loyal_Customers
12613.0,411,Promising
12614.0,144,At_Risk
12615.0,521,Potential_Loyalists
12616.0,233,At_Risk
12617.0,434,Potential_Loyalists
12618.0,455,Loyal_Customers
12619.0,421,Potential_Loyalists
12620.0,422,Potential_Loyalists
12621.0,511,New_Customers
12622.0,155,Cant_Lose
12623.0,144,At_Risk
12624.0,233,At_Risk
12625.0,121,Hibernating
12626.0,411,Promising
12627.0,511,New_Customers
12628.0,533,Potential_Loyalists
12630.0,522,Potential_Loyalists
12631.0,333,Need_Attention
12633.0,321,About_to_Sleep
12635.0,222,Hibernating
12637.0,311,About_to_Sleep
12638.0,333,Need_Attention
12639.0,143,At_Risk
12640.0,432,Potential_Loyalists
12641.0,255,Cant_Lose
12642.0,432,Potential_Loyalists
12643.0,241,At_Risk
12644.0,233,At_Risk
12645.0,322,About_to_Sleep
12646.0,532,Potential_Loyalists
12647.0,411,Promising
12648.0,244,At_Risk
12649.0,233,At_Risk
12650.0,544,Champions
12651.0,155,Cant_Lose
12652.0,132,At_Risk
12653.0,231,At_Risk
12654.0,533,Potential_Loyalists
12656.0,411,Promising
12657.0,532,Potential_Loyalists
12658.0,433,Potential_Loyalists
12659.0,455,Loyal_Customers
12660.0,554,Champions
12662.0,511,New_Customers
12664.0,531,Potential_Loyalists
12665.0,155,Cant_Lose
12666.0,155,Cant_Lose
12667.0,333,Need_Attention
12668.0,511,New_Customers
12669.0,222,Hibernating
12670.0,521,Potential_Loyalists
12672.0,155,Cant_Lose
12673.0,533,Potential_Loyalists
12674.0,522,Potential_Loyalists
12676.0,432,Potential_Loyalists
12678.0,311,About_to_Sleep
12679.0,332,Need_Attention
12680.0,533,Potential_Loyalists
12681.0,411,Promising
12682.0,511,New_Customers
12683.0,511,New_Customers
12684.0,521,Potential_Loyalists
12685.0,411,Promising
12686.0,155,Cant_Lose
12688.0,211,Hibernating
12689.0,422,Potential_Loyalists
12690.0,144,At_Risk
12691.0,432,Potential_Loyalists
12693.0,233,At_Risk
12694.0,333,Need_Attention
12695.0,543,Champions
12697.0,432,Potential_Loyalists
12700.0,511,New_Customers
12701.0,233,At_Risk
12702.0,455,Loyal_Customers
12703.0,344,Loyal_Customers
12704.0,521,Potential_Loyalists
12705.0,411,Promising
12707.0,133,At_Risk
12708.0,411,Promising
12709.0,511,New_Customers
12710.0,222,Hibernating
12712.0,411,Promising
12713.0,533,Potential_Loyalists
12714.0,511,New_Customers
12715.0,244,At_Risk
12716.0,522,Potential_Loyalists
12717.0,232,At_Risk
12718.0,344,Loyal_Customers
12719.0,533,Potential_Loyalists
12720.0,511,New_Customers
12721.0,411,Promising
12722.0,233,At_Risk
12723.0,523,Potential_Loyalists
12724.0,532,Potential_Loyalists
12725.0,144,At_Risk
12726.0,421,Potential_Loyalists
12727.0,511,New_Customers
12728.0,333,Need_Attention
12729.0,244,At_Risk
12731.0,411,Promising
12732.0,154,Cant_Lose
12733.0,144,At_Risk
12734.0,155,Cant_Lose
12735.0,133,At_Risk
12736.0,155,Cant_Lose
12738.0,155,Cant_Lose
12739.0,232,At_Risk
12740.0,344,Loyal_Customers
12743.0,213,Hibernating
12744.0,311,About_to_Sleep
12747.0,521,Potential_Loyalists
12748.0,511,New_Customers
12749.0,511,New_Customers
12750.0,244,At_Risk
12752.0,231,At_Risk
12753.0,511,New_Customers
12754.0,121,Hibernating
12755.0,151,Cant_Lose
12756.0,255,Cant_Lose
12757.0,411,Promising
12758.0,221,Hibernating
12759.0,322,About_to_Sleep
12762.0,522,Potential_Loyalists
12763.0,243,At_Risk
12764.0,132,At_Risk
12766.0,511,New_Customers
12769.0,132,At_Risk
12770.0,152,Cant_Lose
12772.0,333,Need_Attention
12775.0,422,Potential_Loyalists
12778.0,433,Potential_Loyalists
12779.0,411,Promising
12781.0,433,Potential_Loyalists
12782.0,521,Potential_Loyalists
12783.0,522,Potential_Loyalists
12784.0,523,Potential_Loyalists
12785.0,544,Champions
12787.0,544,Champions
12789.0,355,Loyal_Customers
12790.0,144,At_Risk
12791.0,155,Cant_Lose
12792.0,144,At_Risk
12793.0,143,At_Risk
12794.0,333,Need_Attention
12795.0,454,Loyal_Customers
12797.0,145,At_Risk
12798.0,551,Champions
12802.0,144,At_Risk
12808.0,343,Loyal_Customers
12809.0,243,At_Risk
12811.0,133,At_Risk
12812.0,345,Loyal_Customers
12814.0,255,Cant_Lose
12815.0,232,At_Risk
12816.0,243,At_Risk
12817.0,155,Cant_Lose
12818.0,242,At_Risk
12820.0,522,Potential_Loyalists
12821.0,155,Cant_Lose
12822.0,332,Need_Attention
12823.0,252,Cant_Lose
12824.0,344,Loyal_Customers
12826.0,522,Potential_Loyalists
12827.0,544,Champions
12828.0,532,Potential_Loyalists
12829.0,154,Cant_Lose
12830.0,331,Need_Attention
12831.0,155,Cant_Lose
12832.0,344,Loyal_Customers
12833.0,244,At_Risk
12834.0,144,At_Risk
12836.0,311,About_to_Sleep
12837.0,255,Cant_Lose
12838.0,323,About_to_Sleep
12839.0,511,New_Customers
12840.0,221,Hibernating
12841.0,511,New_Customers
12842.0,332,Need_Attention
12843.0,322,About_to_Sleep
12844.0,434,Potential_Loyalists
12845.0,144,At_Risk
12847.0,423,Potential_Loyalists
12849.0,432,Potential_Loyalists
12851.0,235,At_Risk
12852.0,144,At_Risk
12853.0,222,Hibernating
12854.0,222,Hibernating
12855.0,155,Cant_Lose
12856.0,511,New_Customers
12857.0,132,At_Risk
12863.0,353,Loyal_Customers
12864.0,255,Cant_Lose
12865.0,422,Potential_Loyalists
12866.0,143,At_Risk
12867.0,411,Promising
12868.0,122,Hibernating
12870.0,155,Cant_Lose
12871.0,254,Cant_Lose
12872.0,123,Hibernating
12873.0,154,Cant_Lose
12875.0,254,Cant_Lose
12876.0,321,About_to_Sleep
12877.0,512,New_Customers
12878.0,433,Potential_Loyalists
12879.0,353,Loyal_Customers
12881.0,154,Cant_Lose
12882.0,552,Champions
12883.0,433,Potential_Loyalists
12884.0,254,Cant_Lose
12885.0,322,About_to_Sleep
12886.0,322,About_to_Sleep
12888.0,154,Cant_Lose
12890.0,424,Potential_Loyalists
12891.0,154,Cant_Lose
12893.0,435,Potential_Loyalists
12895.0,344,Loyal_Customers
12897.0,155,Cant_Lose
12901.0,511,New_Customers
12902.0,155,Cant_Lose
12904.0,423,Potential_Loyalists
12906.0,521,Potential_Loyalists
12908.0,354,Loyal_Customers
12909.0,321,About_to_Sleep
12910.0,421,Potential_Loyalists
12912.0,542,Champions
12913.0,531,Potential_Loyalists
12915.0,244,At_Risk
12916.0,221,Hibernating
12917.0,253,Cant_Lose
12919.0,532,Potential_Loyalists
12920.0,445,Loyal_Customers
12921.0,511,New_Customers
12922.0,244,At_Risk
12923.0,345,Loyal_Customers
12924.0,232,At_Risk
12925.0,533,Potential_Loyalists
12928.0,321,About_to_Sleep
12929.0,255,Cant_Lose
12930.0,244,At_Risk
12931.0,421,Potential_Loyalists
12933.0,423,Potential_Loyalists
12935.0,511,New_Customers
12936.0,422,Potential_Loyalists
12937.0,422,Potential_Loyalists
12938.0,455,Loyal_Customers
12939.0,331,Need_Attention
12940.0,323,About_to_Sleep
12942.0,223,Hibernating
12943.0,155,Cant_Lose
12944.0,333,Need_Attention
12945.0,144,At_Risk
12947.0,222,Hibernating
12948.0,421,Potential_Loyalists
12949.0,411,Promising
12950.0,542,Champions
12951.0,522,Potential_Loyalists
12952.0,522,Potential_Loyalists
12953.0,544,Champions
12955.0,511,New_Customers
12956.0,145,At_Risk
12957.0,511,New_Customers
12962.0,544,Champions
12963.0,522,Potential_Loyalists
12965.0,223,Hibernating
12966.0,555,Champions
12967.0,532,Potential_Loyalists
12968.0,255,Cant_Lose
12970.0,514,New_Customers
12971.0,511,New_Customers
12974.0,155,Cant_Lose
12976.0,143,At_Risk
12977.0,255,Cant_Lose
12980.0,241,At_Risk
12981.0,444,Loyal_Customers
12982.0,134,At_Risk
12984.0,455,Loyal_Customers
12985.0,522,Potential_Loyalists
12987.0,233,At_Risk
12988.0,123,Hibernating
12989.0,521,Potential_Loyalists
12990.0,454,Loyal_Customers
12991.0,433,Potential_Loyalists
12993.0,444,Loyal_Customers
12994.0,523,Potential_Loyalists
12995.0,255,Cant_Lose
12997.0,422,Potential_Loyalists
12999.0,144,At_Risk
13000.0,233,At_Risk
13001.0,511,New_Customers
13002.0,155,Cant_Lose
13003.0,255,Cant_Lose
13004.0,511,New_Customers
13005.0,243,At_Risk
13006.0,355,Loyal_Customers
13008.0,145,At_Risk
13011.0,155,Cant_Lose
13012.0,522,Potential_Loyalists
13013.0,511,New_Customers
13014.0,521,Potential_Loyalists
13015.0,311,About_to_Sleep
13016.0,233,At_Risk
13017.0,555,Champions
13018.0,411,Promising
13021.0,511,New_Customers
13023.0,333,Need_Attention
13026.0,532,Potential_Loyalists
13027.0,241,At_Risk
13028.0,433,Potential_Loyalists
13029.0,452,Loyal_Customers
13030.0,523,Potential_Loyalists
13032.0,322,About_to_Sleep
13033.0,155,Cant_Lose
13034.0,333,Need_Attention
13035.0,333,Need_Attention
13037.0,233,At_Risk
13038.0,243,At_Risk
13040.0,533,Potential_Loyalists
13043.0,153,Cant_Lose
13044.0,133,At_Risk
13045.0,244,At_Risk
13046.0,433,Potential_Loyalists
13047.0,411,Promising
13048.0,412,Promising
13049.0,353,Loyal_Customers
13050.0,511,New_Customers
13052.0,144,At_Risk
13055.0,322,About_to_Sleep
13058.0,454,Loyal_Customers
13059.0,155,Cant_Lose
13060.0,144,At_Risk
13061.0,254,Cant_Lose
13062.0,154,Cant_Lose
13064.0,422,Potential_Loyalists
13065.0,155,Cant_Lose
13066.0,434,Potential_Loyalists
13067.0,245,At_Risk
13068.0,554,Champions
13069.0,511,New_Customers
13070.0,155,Cant_Lose
13072.0,155,Cant_Lose
13075.0,242,At_Risk
13077.0,523,Potential_Loyalists
13078.0,511,New_Customers
13079.0,555,Champions
13080.0,155,Cant_Lose
13081.0,511,New_Customers
13082.0,221,Hibernating
13083.0,544,Champions
13085.0,244,At_Risk
13089.0,511,New_Customers
13090.0,511,New_Customers
13091.0,444,Loyal_Customers
13092.0,344,Loyal_Customers
13093.0,111,Hibernating
13094.0,432,Potential_Loyalists
13095.0,355,Loyal_Customers
13097.0,311,About_to_Sleep
13098.0,511,New_Customers
13099.0,255,Cant_Lose
13101.0,155,Cant_Lose
13102.0,511,New_Customers
13103.0,354,Loyal_Customers
13104.0,542,Champions
13106.0,255,Cant_Lose
13107.0,322,About_to_Sleep
13108.0,154,Cant_Lose
13109.0,533,Potential_Loyalists
13110.0,412,Promising
13113.0,511,New_Customers
13115.0,511,New_Customers
13116.0,233,At_Risk
13117.0,422,Potential_Loyalists
13118.0,422,Potential_Loyalists
13120.0,155,Cant_Lose
13121.0,134,At_Risk
13122.0,232,At_Risk
13124.0,211,Hibernating
13126.0,511,New_Customers
13127.0,244,At_Risk
13130.0,255,Cant_Lose
13131.0,432,Potential_Loyalists
13132.0,155,Cant_Lose
13133.0,155,Cant_Lose
13134.0,222,Hibernating
13135.0,151,Cant_Lose
13136.0,311,About_to_Sleep
13137.0,511,New_Customers
13138.0,422,Potential_Loyalists
13139.0,411,Promising
13140.0,234,At_Risk
13141.0,211,Hibernating
13142.0,444,Loyal_Customers
13144.0,155,Cant_Lose
13145.0,353,Loyal_Customers
13146.0,445,Loyal_Customers
13147.0,553,Champions
13148.0,411,Promising
13149.0,422,Potential_Loyalists
13151.0,122,Hibernating
13153.0,543,Champions
13154.0,255,Cant_Lose
13155.0,322,About_to_Sleep
13157.0,322,About_to_Sleep
13158.0,222,Hibernating
13159.0,522,Potential_Loyalists
13160.0,455,Loyal_Customers
13161.0,155,Cant_Lose
13162.0,222,Hibernating
13165.0,332,Need_Attention
13166.0,134,At_Risk
13167.0,423,Potential_Loyalists
13168.0,312,About_to_Sleep
13169.0,353,Loyal_Customers
13170.0,435,Potential_Loyalists
13171.0,534,Potential_Loyalists
13173.0,534,Potential_Loyalists
13174.0,411,Promising
13176.0,323,About_to_Sleep
13177.0,344,Loyal_Customers
13178.0,411,Promising
13182.0,355,Loyal_Customers
13183.0,521,Potential_Loyalists
13184.0,412,Promising
13185.0,155,Cant_Lose
13186.0,322,About_to_Sleep
13187.0,134,At_Risk
13188.0,555,Champions
13189.0,444,Loyal_Customers
13192.0,222,Hibernating
13193.0,345,Loyal_Customers
13194.0,255,Cant_Lose
13196.0,522,Potential_Loyalists
13198.0,511,New_Customers
13199.0,521,Potential_Loyalists
13200.0,433,Potential_Loyalists
13203.0,533,Potential_Loyalists
13207.0,454,Loyal_Customers
13208.0,312,About_to_Sleep
13209.0,411,Promising
13210.0,244,At_Risk
13211.0,532,Potential_Loyalists
13212.0,513,New_Customers
13213.0,322,About_to_Sleep
13216.0,154,Cant_Lose
13217.0,255,Cant_Lose
13218.0,255,Cant_Lose
13220.0,243,At_Risk
13221.0,123,Hibernating
13223.0,155,Cant_Lose
13224.0,321,About_to_Sleep
13225.0,531,Potential_Loyalists
13226.0,145,At_Risk
13227.0,154,Cant_Lose
13228.0,254,Cant_Lose
13229.0,155,Cant_Lose
13230.0,511,New_Customers
13232.0,412,Promising
13233.0,233,At_Risk
13235.0,125,Hibernating
13236.0,433,Potential_Loyalists
13238.0,533,Potential_Loyalists
13239.0,144,At_Risk
13240.0,223,Hibernating
13242.0,254,Cant_Lose
13243.0,133,At_Risk
13244.0,245,At_Risk
13245.0,344,Loyal_Customers
13246.0,412,Promising
13247.0,443,Loyal_Customers
13248.0,243,At_Risk
13249.0,243,At_Risk
13253.0,232,At_Risk
13255.0,554,Champions
13256.0,455,Loyal_Customers
13258.0,533,Potential_Loyalists
13259.0,324,About_to_Sleep
13260.0,353,Loyal_Customers
13261.0,152,Cant_Lose
13262.0,155,Cant_Lose
13263.0,511,New_Customers
13265.0,321,About_to_Sleep
13266.0,511,New_Customers
13267.0,511,New_Customers
13268.0,411,Promising
13269.0,511,New_Customers
13270.0,153,Cant_Lose
13271.0,325,About_to_Sleep
13272.0,444,Loyal_Customers
13273.0,245,At_Risk
13276.0,333,Need_Attention
13277.0,454,Loyal_Customers
13278.0,333,Need_Attention
13279.0,355,Loyal_Customers
13280.0,223,Hibernating
13282.0,432,Potential_Loyalists
13283.0,355,Loyal_Customers
13284.0,155,Cant_Lose
13285.0,411,Promising
13291.0,234,At_Risk
13292.0,333,Need_Attention
13294.0,133,At_Risk
13295.0,155,Cant_Lose
13296.0,255,Cant_Lose
13297.0,521,Potential_Loyalists
13298.0,554,Champions
13299.0,155,Cant_Lose
13300.0,244,At_Risk
13301.0,223,Hibernating
13302.0,255,Cant_Lose
13304.0,144,At_Risk
13305.0,522,Potential_Loyalists
13307.0,255,Cant_Lose
13308.0,432,Potential_Loyalists
13309.0,522,Potential_Loyalists
13310.0,522,Potential_Loyalists
13311.0,543,Champions
13313.0,422,Potential_Loyalists
13314.0,523,Potential_Loyalists
13316.0,321,About_to_Sleep
13317.0,311,About_to_Sleep
13318.0,543,Champions
13319.0,511,New_Customers
13320.0,322,About_to_Sleep
13321.0,253,Cant_Lose
13322.0,445,Loyal_Customers
13323.0,543,Champions
13324.0,321,About_to_Sleep
13325.0,253,Cant_Lose
13327.0,321,About_to_Sleep
13328.0,142,At_Risk
13329.0,443,Loyal_Customers
13330.0,232,At_Risk
13332.0,444,Loyal_Customers
13334.0,211,Hibernating
13336.0,233,At_Risk
13338.0,244,At_Risk
13339.0,133,At_Risk
13340.0,311,About_to_Sleep
13341.0,133,At_Risk
13343.0,244,At_Risk
13344.0,321,About_to_Sleep
13345.0,144,At_Risk
13347.0,354,Loyal_Customers
13348.0,355,Loyal_Customers
13349.0,544,Champions
13350.0,432,Potential_Loyalists
13351.0,344,Loyal_Customers
13352.0,544,Champions
13354.0,333,Need_Attention
13355.0,233,At_Risk
13356.0,233,At_Risk
13357.0,123,Hibernating
13358.0,144,At_Risk
13359.0,344,Loyal_Customers
13362.0,511,New_Customers
13363.0,422,Potential_Loyalists
13364.0,345,Loyal_Customers
13365.0,511,New_Customers
13366.0,355,Loyal_Customers
13368.0,143,At_Risk
13369.0,144,At_Risk
13370.0,133,At_Risk
13372.0,244,At_Risk
13373.0,311,About_to_Sleep
13375.0,233,At_Risk
13376.0,232,At_Risk
13379.0,423,Potential_Loyalists
13381.0,411,Promising
13382.0,145,At_Risk
13384.0,411,Promising
13385.0,133,At_Risk
13388.0,233,At_Risk
13389.0,533,Potential_Loyalists
13390.0,253,Cant_Lose
13391.0,155,Cant_Lose
13394.0,511,New_Customers
13395.0,144,At_Risk
13396.0,432,Potential_Loyalists
13397.0,232,At_Risk
13398.0,144,At_Risk
13402.0,233,At_Risk
13403.0,455,Loyal_Customers
13404.0,554,Champions
13405.0,243,At_Risk
13408.0,511,New_Customers
13410.0,532,Potential_Loyalists
13411.0,245,At_Risk
13414.0,242,At_Risk
13416.0,343,Loyal_Customers
13417.0,543,Champions
13418.0,511,New_Customers
13419.0,345,Loyal_Customers
13420.0,255,Cant_Lose
13421.0,322,About_to_Sleep
13422.0,311,About_to_Sleep
13425.0,222,Hibernating
13426.0,511,New_Customers
13427.0,443,Loyal_Customers
13428.0,525,Potential_Loyalists
13429.0,522,Potential_Loyalists
13430.0,433,Potential_Loyalists
13431.0,332,Need_Attention
13434.0,253,Cant_Lose
13435.0,521,Potential_Loyalists
13436.0,555,Champions
13437.0,411,Promising
13439.0,134,At_Risk
13441.0,254,Cant_Lose
13447.0,422,Potential_Loyalists
13448.0,411,Promising
13449.0,444,Loyal_Customers
13450.0,421,Potential_Loyalists
13451.0,411,Promising
13452.0,153,Cant_Lose
13453.0,244,At_Risk
13455.0,432,Potential_Loyalists
13456.0,422,Potential_Loyalists
13458.0,511,New_Customers
13460.0,445,Loyal_Customers
13461.0,342,Loyal_Customers
13462.0,155,Cant_Lose
13464.0,333,Need_Attention
13466.0,244,At_Risk
13467.0,522,Potential_Loyalists
13468.0,511,New_Customers
13470.0,255,Cant_Lose
13471.0,511,New_Customers
13473.0,344,Loyal_Customers
13474.0,125,Hibernating
13475.0,122,Hibernating
13476.0,222,Hibernating
13477.0,322,About_to_Sleep
13479.0,144,At_Risk
13481.0,322,About_to_Sleep
13482.0,155,Cant_Lose
13483.0,355,Loyal_Customers
13484.0,154,Cant_Lose
13485.0,144,At_Risk
13486.0,222,Hibernating
13487.0,333,Need_Attention
13488.0,411,Promising
13489.0,254,Cant_Lose
13491.0,322,About_to_Sleep
13492.0,232,At_Risk
13493.0,153,Cant_Lose
13494.0,144,At_Risk
13495.0,532,Potential_Loyalists
13496.0,533,Potential_Loyalists
13497.0,144,At_Risk
13499.0,432,Potential_Loyalists
13500.0,422,Potential_Loyalists
13501.0,132,At_Risk
13502.0,444,Loyal_Customers
13503.0,345,Loyal_Customers
13504.0,344,Loyal_Customers
13505.0,311,About_to_Sleep
13506.0,144,At_Risk
13507.0,511,New_Customers
13508.0,155,Cant_Lose
13509.0,532,Potential_Loyalists
13510.0,522,Potential_Loyalists
13512.0,144,At_Risk
13513.0,255,Cant_Lose
13514.0,255,Cant_Lose
13515.0,223,Hibernating
13516.0,432,Potential_Loyalists
13517.0,311,About_to_Sleep
13518.0,233,At_Risk
13519.0,355,Loyal_Customers
13520.0,321,About_to_Sleep
13521.0,512,New_Customers
13522.0,455,Loyal_Customers
13523.0,311,About_to_Sleep
13524.0,343,Loyal_Customers
13525.0,453,Loyal_Customers
13527.0,311,About_to_Sleep
13529.0,244,At_Risk
13531.0,143,At_Risk
13532.0,325,About_to_Sleep
13533.0,124,Hibernating
13534.0,511,New_Customers
13536.0,511,New_Customers
13538.0,342,Loyal_Customers
13539.0,233,At_Risk
13544.0,324,About_to_Sleep
13546.0,423,Potential_Loyalists
13548.0,223,Hibernating
13549.0,432,Potential_Loyalists
13551.0,155,Cant_Lose
13552.0,321,About_to_Sleep
13555.0,211,Hibernating
13557.0,433,Potential_Loyalists
13558.0,513,New_Customers
13560.0,535,Potential_Loyalists
13561.0,155,Cant_Lose
13562.0,222,Hibernating
13563.0,233,At_Risk
13564.0,223,Hibernating
13565.0,434,Potential_Loyalists
13566.0,313,About_to_Sleep
13568.0,235,At_Risk
13569.0,424,Potential_Loyalists
13570.0,144,At_Risk
13571.0,411,Promising
13572.0,132,At_Risk
13573.0,344,Loyal_Customers
13575.0,433,Potential_Loyalists
13576.0,511,New_Customers
13577.0,422,Potential_Loyalists
13579.0,443,Loyal_Customers
13581.0,155,Cant_Lose
13583.0,233,At_Risk
13584.0,145,At_Risk
13587.0,454,Loyal_Customers
13588.0,411,Promising
13589.0,444,Loyal_Customers
13590.0,522,Potential_Loyalists
13591.0,332,Need_Attention
13592.0,344,Loyal_Customers
13593.0,212,Hibernating
13594.0,344,Loyal_Customers
13596.0,513,New_Customers
13598.0,335,Need_Attention
13599.0,511,New_Customers
13600.0,145,At_Risk
13601.0,323,About_to_Sleep
13602.0,344,Loyal_Customers
13603.0,445,Loyal_Customers
13606.0,434,Potential_Loyalists
13607.0,323,About_to_Sleep
13610.0,412,Promising
13611.0,222,Hibernating
13614.0,412,Promising
13615.0,144,At_Risk
13617.0,333,Need_Attention
13618.0,255,Cant_Lose
13621.0,245,At_Risk
13623.0,423,Potential_Loyalists
13626.0,144,At_Risk
13627.0,322,About_to_Sleep
13629.0,421,Potential_Loyalists
13630.0,522,Potential_Loyalists
13631.0,251,Cant_Lose
13632.0,411,Promising
13634.0,312,About_to_Sleep
13635.0,322,About_to_Sleep
13636.0,322,About_to_Sleep
13637.0,323,About_to_Sleep
